duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,target
-0.1102492232124988,-0.1247061567046206,-0.686785207496691,0.7511112872365361,-0.0076785994716815,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,-0.717045491915958,-0.3543428500258482,-0.6372092679572259,-0.6319290328885425,-0.3743622399196752,-0.3744316031053049,0.7712831058493207,-0.349683030873482,-0.3745597044055346,-0.3240630927740806,-0.8188899767337195,-0.7823668261016165,-0.2802816761609994,0.0699722577654333,-0.2891034002628785,-0.6395319051152512,-0.6248707997445304,-0.2245324149411082,-0.3763870260680415,0
-0.1102492232124988,2.2193118496444044,0.7814275260969032,0.7511112872365361,-0.007737369813364,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,-0.6209824629911075,-0.3681102129968653,-0.6372092679572259,-0.6319290328885425,-0.3743622399196752,-0.3744316031053049,-1.3214280114927377,0.4822005520403511,-0.3745597044055346,0.7343425609306345,-1.0356876376568842,-1.1610301865840364,2.7368516704978805,2.367737344528304,-0.2891034002628785,-0.6395319051152512,-0.6248707997445304,-0.3876346235075065,-0.3763870260680415,0
-0.1102492232124988,-0.1247061567046206,1.087305178928902,-0.7362346401101137,-0.0077622407405687,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,0.3396478262573977,-0.29927339814178,1.6026638899328651,1.605103717784789,-0.3743622399196752,-0.3744316031053049,-1.3896685914060654,0.0385293078196401,-0.3745597044055346,0.7343425609306345,-0.809856740861921,-0.9382870333590836,-0.1744173482080562,-0.4801968475158174,-0.2891034002628785,1.6087590765792643,1.6189552037455606,-0.3876346235075065,-0.3763870260680415,1
-0.1102492232124988,-0.1247061567046206,-0.442083085231092,0.7511112872365361,-0.0077227198151474,-0.0028911669746638,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,1.2356940323701655,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,-0.6908464840273624,-0.3130407611127971,-0.1892346363792075,-0.1845224827538761,-0.3743622399196752,-0.3744316031053049,0.7712831058493207,-0.349683030873482,-0.3745597044055346,-1.533669554150898,1.2587542737799418,1.0664013456654928,-0.4390781680904141,-0.3831081818779496,0.0662520251098218,-0.5720831756644157,-0.6024325397096294,-0.3876346235075065,-0.3450840185808266,0
-0.1102492232124988,-0.1247061567046206,-0.442083085231092,0.7511112872365361,-0.007728341326091,-0.0048141993313753,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,1.2356940323701655,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,-0.4725214182890657,0.0586780391046631,-0.6372092679572259,-0.6319290328885425,-0.3743622399196752,-0.3744316031053049,0.7712831058493207,-0.349683030873482,-0.0281786680286427,0.7343425609306345,1.2587542737799418,1.0664013456654928,-0.4390781680904141,-0.4801968475158174,-0.2891034002628785,-0.6395319051152512,-0.6248707997445304,-0.3876346235075065,-0.3763870260680415,0
-0.1102492232124988,-0.1247061567046206,1.087305178928902,-2.2235805674567635,-0.0077622407405687,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,0.3221818209983339,-0.1202976795185584,-0.6372092679572259,-0.6319290328885425,2.746402795083481,2.715364578035608,-1.1394531317238628,-0.0169295977079487,-0.3745597044055346,0.7343425609306345,-0.8730893919645107,-1.0051099793265694,-0.068553020255113,-0.4801968475158174,-0.2891034002628785,-0.6395319051152512,-0.6248707997445304,2.87440954782046,2.753913722653446,1
-0.1102492232124988,-0.1247061567046206,1.087305178928902,-0.7362346401101137,-0.0077622407405687,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,0.7151669393272678,-0.2579713092287289,1.6026638899328651,1.605103717784789,-0.3743622399196752,-0.3744316031053049,-1.3896685914060654,-0.0169295977079487,-0.3745597044055346,0.7343425609306345,-0.963421750682496,-1.0719329252940557,-0.1744173482080562,-0.4801968475158174,-0.2891034002628785,1.6087590765792643,1.6189552037455606,-0.3876346235075065,-0.3763870260680415,1
-0.1102492232124988,-0.1247061567046206,1.087305178928902,-0.7362346401101137,-0.0077622407405687,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,0.2872498104802065,-0.1615997684316096,1.6026638899328651,1.605103717784789,-0.3743622399196752,-0.3744316031053049,-1.1849468516660815,-0.0169295977079487,-0.3745597044055346,0.7343425609306345,-0.9092223354517048,-1.0273842946490648,-0.068553020255113,-0.4801968475158174,-0.2891034002628785,1.6087590765792643,1.6189552037455606,-0.3876346235075065,-0.3763870260680415,1
-0.1102492232124988,-0.1247061567046206,1.2096562400617017,-0.7362346401101137,-0.0077622407405687,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,1.6233992127985817,-0.0652282276344902,1.6026638899328651,1.605103717784789,-0.3743622399196752,-0.3744316031053049,-1.2986811515216283,-0.0723885032355376,-0.3745597044055346,0.7343425609306345,-0.8369564484773167,-0.9605613486815788,-0.1744173482080562,-0.4801968475158174,-0.2891034002628785,1.6087590765792643,1.6189552037455606,-0.3876346235075065,-0.3763870260680415,1
-0.1102492232124988,-0.1247061567046206,1.087305178928902,-0.7362346401101137,-0.0077622407405687,-0.0049186443837248,-0.0140888117606131,-0.089486422020401,-0.007735985028101,-0.0950756715255649,-0.0270228183568983,-0.8092618187059746,-0.01166364260376,-0.0366518691422586,-0.0244365072620093,-0.0123851503674033,-0.0261800241845427,-0.0186098963407359,-0.0412211975932753,0.0,-0.002817493921369,-0.0975309439715147,0.4269778525527163,-0.271738672199746,1.6026638899328651,1.605103717784789,-0.3743622399196752,-0.3744316031053049,-1.366921731434956,-0.0169295977079487,-0.3745597044055346,0.7343425609306345,-0.927288807195302,-1.04965860997156,-0.1214851842315846,-0.4801968475158174,-0.2891034002628785,1.6087590765792643,1.6189552037455606,-0.3876346235075065,-0.3763870260680415,1
